player_id,opta_id,search_rank,injury_start_date,news_updated,pandascore_id,college,birth_country,injury_notes,swish_id,fantasy_data_id,years_exp,active,gsis_id,number,last_name,first_name,birth_date,injury_body_part,weight,search_first_name,status,height,hashtag,espn_id,team,oddsjam_id,stats_id,depth_chart_order,search_full_name,rotowire_id,yahoo_id,injury_status,sportradar_id,team_abbr,age,team_changed_at,full_name,position,practice_description,sport,rotoworld_id,practice_participation,depth_chart_position,high_school,birth_city,fantasy_positions,competitions,birth_state,search_last_name,metadata.channel_id,metadata.rookie_year,metadata.years_exp_shift,metadata,metadata.source_id,metadata.override_active,metadata.injury_override_regular_2020_5,metadata.injury_override_regular_2024_6,metadata.name,metadata.injury_override_regular_2024_11,metadata.injury_override_regular_2024_3,metadata.injury_override_regular_2020_1,metadata.injury_override_regular_2021_3,metadata.injury_override_off_2021_0,metadata.injury_override_pre_2025_0,metadata.injury_override_regular_2024_7,metadata.injury_override_regular_2025_1,metadata.injury_override_regular_2024_10,metadata.injury_override_regular_2024_14,metadata.injury_override_regular_2024_12,metadata.injury_override_regular_2024_15,metadata.injury_override_regular_2020_8,metadata.injury_override_off_2025_0,metadata.injury_override_off_2025_1,metadata.injury_override_regular_2022_1,metadata.injury_override_regular_2021_1,metadata.injury_override_regular_2020_10,metadata.injury_override_post_2024_3,metadata.injury_override_regular_2024_9,metadata.injury_override_regular_2024_4,metadata.injury_override_regular_2021_4,metadata.injury_override_regular_2024_8,metadata.injury_override_regular_2024_17,metadata.injury_override_regular_2024_13
5952,,9999999.0,,1671332724804.0,,Utah,,,651669.0,20787.0,4.0,True, 00-0034944,42.0,Hansen,Chase,1993-05-20,,222,chase,Active,75,#chasehansen-NFL-FA-42,2971641.0,,,,,chasehansen,13765.0,32212.0,,3f6d588b-dfcb-4758-95f0-545f61ddf275,,29.0,,Chase Hansen,LB,,nfl,,,,Lone Peak (UT),,['LB'],[],,hansen,1116853180727033856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3383,,9999999.0,,1679422821051.0,,Syracuse,,,608398.0,18144.0,9.0,True,00-0032943,92.0,Dixon,Riley,1993-08-24,,221,riley,Active,76,#rileydixon-NFL-TB-92,2577619.0,TB,7248945E7C79,608398.0,,rileydixon,11022.0,29462.0,,f45835c5-aa9e-4e32-b545-20d1e322fe8f,,32.0,,Riley Dixon,P,,nfl,,,P,Christian Brothers Academy (NY),,['P'],[],,dixon,1113708829096308736,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11598,,570.0,,1756321526400.0,,Arizona,,,1134438.0,,1.0,True,,84.0,McLachlan,Tanner,1999-03-15,Undisclosed,244,tanner,Inactive,77,#tannermclachlan-NFL-CIN-84,,CIN,06ECC969F3B5,,6.0,tannermclachlan,17866.0,,IR,5d4fc75b-c99a-44f8-983c-c7b15e929a7a,,26.0,,Tanner McLachlan,TE,,nfl,,,TE,Lethbridge Collegiate Institute (CAN),,['TE'],[],,mclachlan,1113708805209747456,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11995,,615.0,,1723593306329.0,,Illinois State,,,1107298.0,,1.0,True,,,Annexstad,Zack,2000-04-16,,220,zack,Active,75,#zackannexstad-NFL-FA,,,6B6492B53A84,,,zackannexstad,18306.0,,,c06f8890-0714-11ef-94b9-c56bd09275ff,,24.0,,Zack Annexstad,QB,,nfl,,,,IMG Academy (FL),,['QB'],[],,annexstad,1113708732665065472,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11998,,472.0,,1756166706065.0,,TCU,,,1222147.0,,1.0,True,,39.0,Bailey,Emani,2001-11-28,,202,emani,Active,67,#emanibailey-NFL-FA-39,,,5C31D336957A,,,emanibailey,17969.0,,,dc1edb70-0707-11ef-a3d0-77ba0287fd10,,23.0,,Emani Bailey,RB,,nfl,,,,Billy Ryan (TX),,['RB'],[],,bailey,1113708752814501888,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11516,,9999999.0,,1735956030109.0,,Oregon,,,1213674.0,,2.0,True,,66.0,Bass,T.J.,1999-03-31,,325,tj,Active,76,#tjbass-NFL-DAL-66,,DAL,2DB9AB5E425D,,,tjbass,17190.0,,,dfc90360-f676-11ed-978f-0975e9cb7dba,,26.0,,T.J. Bass,OL,,nfl,,,OL,Mount Baker (WA),,['OL'],[],,bass,1113708856715800576,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11436,,9999999.0,,1710883843028.0,,Penn State,,,1116664.0,,2.0,True,,79.0,Mustipher,PJ,1999-11-10,,320,pj,Active,76,#pjmustipher-NFL-ARI-79,,ARI,56C1C3F076E9,,2.0,pjmustipher,17175.0,,,1c14b470-f322-11ed-9e8e-45557c8b4e84,,25.0,,PJ Mustipher,NT,,nfl,,,NT,McDonogh School (MD),,['DL'],[],,mustipher,1113708714285625344,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,,409.0,,1755814223177.0,,TCU,,,322858.0,12841.0,14.0,True,00-0027973,14.0,Dalton,Andy,1987-10-29,Elbow,220,andy,Active,74,#andydalton-NFL-CAR-14,14012.0,CAR,0A6134E0E378,322858.0,2.0,andydalton,7355.0,24822.0,Questionable,d2a0e5af-3850-4f16-8e40-a0b1d15c2ce1,,37.0,,Andy Dalton,QB,,nfl,6493.0,,QB,Katy (TX),,['QB'],[],,dalton,1113708886549884928,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7248,,9999999.0,,,,South Alabama,,,,22248.0,2.0,True,,67.0,Whatley,Jeffery,1996-06-23,,300,jeffery,Active,74,#jefferywhatley-NFL-FA-67,3918649.0,,,,,jefferywhatley,14938.0,33313.0,,a5a9bf3f-bfd3-49b4-9bcc-2f641403bfec,,25.0,,Jeffery Whatley,DT,,nfl,,,,Dale County (AL),,['DL'],[],,whatley,1116853355788894208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10222,,96.0,,1756333823603.0,,Michigan State,,,1123398.0,,2.0,True,,11.0,Reed,Jayden,2000-04-28,Foot,187,jayden,Active,71,#jaydenreed-NFL-GB-11,,GB,1EDF7EE1BA66,,1.0,jaydenreed,16977.0,,Questionable,23a306bc-5f77-4574-a575-bd599f243185,,25.0,,Jayden Reed,WR,,nfl,,,SWR,Naperville Central (IL),,['WR'],[],,reed,1113708797341233152,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552,,9999999.0,,,,Alabama,,,,17012.0,10.0,True,,0.0,Dickson,Xzavier,1992-09-11,,266,xzavier,Active,75,#xzavierdickson-NFL-FA-0,2578470.0,,,,,xzavierdickson,,28641.0,,9174d5ab-22f3-46f9-bac0-865f2c1d97fe,,32.0,,Xzavier Dickson,ILB,,nfl,,,,Griffin (GA),,['LB'],[],,dickson,1202954209469661185,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7534,,402.0,,1755126655025.0,,Auburn,,,1120854.0,,4.0,True,,83.0,Williams,Seth,2000-04-10,Undisclosed,211,seth,Inactive,76,#sethwilliams-NFL-FA-83,,,C99EB81C8F3D,,,sethwilliams,15405.0,,Questionable,f3debe3e-27e4-4c4a-867a-ec537b5a7826,,25.0,,Seth Williams,WR,,nfl,,,,Paul W. Bryant (AL),,['WR'],[],,williams,1113708894443565056,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754,,9999999.0,,,,Delaware,,,,17222.0,10.0,True,,0.0,Johnson,Michael,1991-09-10,,210,michael,Active,74,#michaeljohnson-NFL-FA-0,2574603.0,,,608969.0,,michaeljohnson,,29177.0,,0fd9b49e-3023-4218-910d-a9e259631803,,33.0,,Michael Johnson,WR,,nfl,,,,Gainesville ,,['WR'],[],,johnson,1202954210195275777,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5657,,9999999.0,,1564968372726.0,,Western Michigan,,,,20545.0,4.0,True,00-0034458,50.0,Brown,Asantay,1995-02-03,,215,asantay,Active,72,#asantaybrown-NFL-FA-50,3126120.0,,,,,asantaybrown,13278.0,31568.0,,53542368-9d32-4728-a72a-4e788f9d9ab3,,26.0,,Asantay Brown,OLB,,nfl,,,,Mona Shores,,"['DB', 'LB']",[],,brown,1116853139589300224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4003,,9999999.0,,,,,,,,18842.0,0.0,False,,0.0,Johnson,Woody,,,,woody,Inactive,,#woodyjohnson-NFL-FA-0,,,,,,woodyjohnson,,,,,,,,Woody Johnson,,,nfl,9463.0,,,,,,[],,johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,,9999999.0,,1613154322971.0,,Florida,,,,13698.0,11.0,True,00-0027953,0.0,Pouncey,Mike,1989-07-24,,298,mike,Injured Reserve,77,#mikepouncey-NFL-FA-0,13974.0,,,,,mikepouncey,7548.0,24802.0,,041c36ad-0d7d-4ed1-8157-95092b3027a4,,32.0,,Mike Pouncey,C,,nfl,6478.0,,,Lakeland (FL),,['OL'],[],,pouncey,1116852638940397568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3698,,9999999.0,,,,Georgia Tech,,,,18501.0,0.0,False,,48.0,Skov,Patrick,1992-07-21,,227,patrick,Inactive,"6'0""",#patrickskov-NFL-FA-48,,,,598978.0,,patrickskov,11368.0,29671.0,,,,26.0,,Patrick Skov,FB,,nfl,,,,,,['RB'],[],,skov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6431,,9999999.0,,,,West Chester,,,,21479.0,3.0,True, 00-0035080,41.0,Rouse,Nydair,1995-06-13,,188,nydair,Active,71,#nydairrouse-NFL-FA-41,4405778.0,,,,,nydairrouse,14107.0,,,a69f9855-327c-4618-bdfd-cd913b31904f,,26.0,,Nydair Rouse,CB,,nfl,,,,Simon Gratz,,['DB'],[],,rouse,1116853250042101760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11714,,1042.0,,1753314932066.0,,Utah,,,1286276.0,,1.0,True,,52.0,Elliss,Jonah,2003-04-03,,246,jonah,Active,74,#jonahelliss-NFL-DEN-52,,DEN,7CBEAD406477,,2.0,jonahelliss,17730.0,,,c33c2e37-fc99-4ab3-b609-d588c9141e9a,,22.0,,Jonah Elliss,DE,,nfl,,,LOLB,Moscow Senior (ID),,['DL'],[],,elliss,1113708827817046017,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,,9999999.0,,,,Kansas,,,,15765.0,7.0,False,,45.0,Opurum,Toben,1990-11-18,,250,toben,Inactive,"6'1""",#tobenopurum-NFL-FA-45,16598.0,,,497254.0,,tobenopurum,8994.0,27431.0,,2ef64271-172a-42fa-bd60-0055b79fa593,,29.0,,Toben Opurum,FB,,nfl,,,,Plano East (TX),,['RB'],[],,opurum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,,9999999.0,,1641954358991.0,,Rice,,,339359.0,12554.0,12.0,True,00-0027914,42.0,Sendejo,Andrew,1987-09-09,,210,andrew,Active,73,#andrewsendejo-NFL-FA-42,13939.0,,,,,andrewsendejo,7214.0,24759.0,,39ee3bee-1177-49cd-a78b-7a790ffd0b84,,34.0,,Andrew Sendejo,DB,,nfl,6429.0,,,Smithson Valley (TX),,['DB'],[],,sendejo,1116853412005150720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,,9999999.0,,1514601302288.0,,Connecticut,,,,13102.0,9.0,False,,22.0,Todman,Jordan,1990-02-24,,200,jordan,Inactive,"5'10""",#jordantodman-NFL-FA-22,14186.0,,,465102.0,,jordantodman,7249.0,24970.0,,a686927a-781f-4814-a4ef-a5ab34a09062,,30.0,,Jordan Todman,RB,,nfl,,,,Dartmouth (MA),,['RB'],[],,todman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5874,,9999999.0,,1756240809481.0,,Washington,,,837818.0,20870.0,6.0,True, 00-0035235,76.0,McGary,Kaleb,1995-02-22,Leg,330,kaleb,Inactive,78,#kalebmcgary-NFL-ATL-76,3127304.0,ATL,A8DE6BAFC32E,,,kalebmcgary,13748.0,31863.0,IR,37095914-53be-4d16-b5c7-2194dbb6d6c2,,30.0,,Kaleb McGary,T,,nfl,14087.0,,OL,Fife (WA),,"['OL', 'OT']",[],,mcgary,1113708858884255744,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7721,,9999999.0,,1745889051023.0,,Duke,,,1057515.0,,4.0,True,,98.0,Rumph,Chris,1998-10-19,,244,chris,Active,74,#chrisrumph-NFL-NO-98,,NO,C3FA571036BB,,2.0,chrisrumph,15311.0,,,dcbf373f-7336-457f-888f-02596a391d89,,26.0,,Chris Rumph,LB,,nfl,,,RDE,Buchholz (FL),,['DL'],[],,rumph,1113708694048108544,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6388,,9999999.0,,,,Houston,,,,21296.0,3.0,True, 00-0035604,84.0,Brooker,Romello,1995-12-11,,253,romello,Active,77,#romellobrooker-NFL-FA-84,3126196.0,,,831245.0,,romellobrooker,14010.0,32127.0,,d428cfea-10ea-40b8-a4aa-423e5839fb0d,,26.0,,Romello Brooker,TE,,nfl,,,,Alief Taylor,,['TE'],[],,brooker,1116853242895007744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3712,,9999999.0,,,,Southern Illinois,,,,18519.0,0.0,False,,86.0,Fuehne,Adam,1993-03-23,,254,adam,Inactive,"6'7""",#adamfuehne-NFL-FA-86,2566996.0,,,599207.0,6.0,adamfuehne,11333.0,29778.0,,,,25.0,,Adam Fuehne,TE,,nfl,,,TE,,,['TE'],[],,fuehne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12924,,698.0,,,,West Virginia,,,,,0.0,True,,62.0,Mulbah,Fatorma,,,306,fatorma,Active,76,#fatormamulbah-NFL-FA-62,,,AF4AD18C01CEF475,,,fatormamulbah,19070.0,,,d3b72bf0-2500-11f0-9ac6-018f8b86e35f,,,,Fatorma Mulbah,DL,,nfl,,,,Susquehanna (PA),,['DL'],[],,mulbah,1222953508689420288,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,,9999999.0,,1507676702252.0,,Alabama-Birmingham,,,,5885.0,8.0,False,00-0029302,78.0,McCants,Matt,1989-08-18,,309,matt,Inactive,"6'5""",#mattmccants-NFL-FA-78,15013.0,,,,,mattmccants,8348.0,25911.0,,84740b88-9a98-45f5-a0b8-f42a2903e87b,,31.0,,Matt McCants,T,,nfl,,,,Williamson (AL),,['OL'],[],,mccants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6003,,9999999.0,,1753759218242.0,,Iowa,,,870515.0,20894.0,6.0,True, 00-0035254,98.0,Nelson,Anthony,1997-03-04,,271,anthony,Active,79,#anthonynelson-NFL-TB-98,3894856.0,TB,37A7AB7CAEFF,,2.0,anthonynelson,13562.0,31939.0,,8bc51884-c9db-4745-8731-20eff25f41b0,,28.0,,Anthony Nelson,LB,,nfl,,,LOLB,Waukee (IA),,['LB'],[],,nelson,1113708730823766017,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2684,,9999999.0,,,,Nevada,,,,17152.0,10.0,True,,6.0,Louks,Corbin,1989-04-10,,200,corbin,Active,72,#corbinlouks-NFL-FA-6,15753.0,,,383512.0,,corbinlouks,,26594.0,,1a4af562-3441-4bcf-8ae0-a6e5ad8b6ed3,,35.0,,Corbin Louks,WR,,nfl,,,,San Ramon Valley ,,['WR'],[],,louks,1202954209838759936,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,,471.0,,1747434624752.0,,Missouri Western,,,558684.0,14697.0,13.0,True,00-0029621,9.0,Zuerlein,Greg,1987-12-27,Knee,195,greg,Active,72,#gregzuerlein-NFL-FA-9,14993.0,,82547BD16AD6,558684.0,,gregzuerlein,8179.0,25881.0,Questionable,93d11276-45d2-4168-a9b7-df0cbf12dabb,,37.0,,Greg Zuerlein,K,,nfl,7616.0,,,Lincoln Pius X (NE),,['K'],[],,zuerlein,1113708744417505280,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3345,,9999999.0,,1734480930590.0,,Purdue,,,692216.0,18106.0,8.0,True,00-0033047,35.0,Brown,Anthony,1993-12-15,Thumb,192,anthony,Inactive,71,#anthonybrown-NFL-FA-35,2977756.0,,26FF3060A963,,,anthonybrown,10921.0,29423.0,Questionable,6445ca00-93b4-46d8-8ac6-451ae70a75f5,,31.0,,Anthony Brown,CB,,nfl,,,,Hillsborough (FL),,['DB'],[],,brown,1116852853139308544,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7431,,9999999.0,,1612322760493.0,,"Albany, N.Y.",,,,22411.0,2.0,True,,43.0,Mencer,Eli,1996-11-14,,229,eli,Inactive,73,#elimencer-NFL-FA-43,3911910.0,,,,,elimencer,15119.0,33269.0,,a48a150e-3e3b-4ef7-b67f-9edc0cb04a14,,25.0,,Eli Mencer,DE,,nfl,,,,Altoona (PA),,['DL'],[],,mencer,1116853387946622976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8562,,9999999.0,,,,Duquesne,,,1050904.0,,0.0,True,,0.0,Dixon,Jake,,,290,jake,Active,78,#jakedixon-NFL-FA-0,,,,,,jakedixon,,,,0dcb0dc0-ca23-11ec-9f1c-b7114d38a85b,,,,Jake Dixon,T,,nfl,,,,Bethel Park (PA),,,[],,dixon,1116853497308905472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5369,,9999999.0,,1727805630312.0,,Arizona,,,886677.0,20001.0,6.0,True,00-0034389,37.0,Cruikshank,Dane,1995-04-27,,210,dane,Active,73,#danecruikshank-NFL-FA-37,3931422.0,,0CC55FF7AFED,,,danecruikshank,12731.0,31122.0,,7f969cc9-59cd-43e9-bcd0-c1885f0b18b7,,29.0,,Dane Cruikshank,DB,,nfl,,,,Ayala (CA),,['DB'],[],,cruikshank,1113708860968824832,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7905,,470.0,,1670369106944.0,,Iowa State,,,946764.0,,1.0,True,,89.0,Soehner,Dylan,1997-11-08,Undisclosed,270,dylan,Active,78,#dylansoehner-NFL-FA-89,,,,,,dylansoehner,15565.0,,Questionable,562809a9-de2f-4d1a-85f3-a968f896b86d,,25.0,,Dylan Soehner,TE,,nfl,,,,Prairie Grove (AR),,['TE'],[],,soehner,1116853432880201728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12284,,9999999.0,,,,Hillsdale,,,,,1.0,True,,,Herzog,Michael,,,201,michael,Active,68,#michaelherzog-NFL-FA,,,,,,michaelherzog,,,,397aaa00-0c72-11ef-8029-1d21cd93ac2d,,,,Michael Herzog,RB,,nfl,,,,,,['RB'],[],,herzog,1113708811207602176,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11311,,648.0,,1739317217430.0,,Southern Miss,,,1231079.0,,2.0,True,,89.0,Brownlee,Jason,1999-01-30,,202,jason,Active,75,#jasonbrownlee-NFL-KC-89,,KC,CDD6258AF59F,,8.0,jasonbrownlee,17182.0,,,f286b160-eba8-11ed-87ba-cb97497fad29,,26.0,,Jason Brownlee,WR,,nfl,,,SWR,West Point (MS),,['WR'],[],,brownlee,1113708747269632000,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,9999999.0,,,,Miami,,,,5002.0,14.0,False,,87.0,Wayne,Reggie,1978-11-17,,198,reggie,Inactive,"6'0""",#reggiewayne-NFL-FA-87,2578.0,,,25596.0,,reggiewayne,,5477.0,,94fc7e6c-8c37-4713-abef-68154ac41d06,,39.0,,Reggie Wayne,WR,,nfl,1496.0,,,,,['WR'],[],,wayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8816,,626.0,,1713475825656.0,,Appalachian State,,,975349.0,,1.0,True,,52.0,Taylor,Demetrius,1999-05-27,,295,demetrius,Active,73,#demetriustaylor-NFL-FA-52,,,,,,demetriustaylor,16247.0,,,4ea9a6e0-d323-11ec-8b77-45b1765fd110,,23.0,,Demetrius Taylor,DT,,nfl,,,,Northwestern (FL),,['DL'],[],,taylor,1116853534441078784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,,9999999.0,,,,Texas A&M,,,,16204.0,1.0,False,,19.0,Labhart,Travis,1991-01-20,,182,travis,Inactive,"5'9""",#travislabhart-NFL-FA-19,17395.0,,,593575.0,,travislabhart,,28198.0,,78960de0-5c9d-44aa-aa5e-35e5047291da,,26.0,,Travis Labhart,WR,,nfl,,,,,,['WR'],[],,labhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,,9999999.0,,1537134902518.0,,Illinois,,,,9664.0,13.0,False,00-0027001,0.0,Davis,Vontae,1988-05-27,,207,vontae,Injured Reserve,71,#vontaedavis-NFL-FA-0,12424.0,,,333364.0,,vontaedavis,5984.0,9289.0,,1e3967fb-21cc-43b8-9f36-1c2e3b280cec,,33.0,,Vontae Davis,CB,,nfl,5089.0,,,Dunbar (DC),,['DB'],[],,davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330,,9999999.0,,1640731803047.0,,Akron,,,693276.0,19184.0,5.0,True,00-0033266,0.0,Natson,JoJo,1994-02-01,,153,jojo,Active,67,#jojonatson-NFL-FA-0,2971830.0,,,693276.0,,jojonatson,12359.0,30531.0,,2d52ede5-1c65-4f18-a8ac-9306192ef625,,27.0,,JoJo Natson,WR,,nfl,12660.0,,,Boyd Anderson (FL),,['WR'],[],,natson,1116852952661753856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6072,,9999999.0,,1601415946331.0,,North Dakota State,,,,20740.0,3.0,True,,35.0,Anderson,Bruce,1997-06-20,,210,bruce,Inactive,71,#bruceanderson-NFL-FA-35,3930901.0,,,888716.0,,bruceanderson,13598.0,32475.0,,60acd19b-4197-4b04-ab5b-c287ca5a0b56,,24.0,,Bruce Anderson,RB,,nfl,,,,Newsome (FL),,['RB'],[],,anderson,1116853198406025216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,,9999999.0,,1546287046633.0,,Texas,,,,8950.0,13.0,False,00-0026989,0.0,Orakpo,Brian,1986-07-31,,257,brian,Injured Reserve,76,#brianorakpo-NFL-FA-0,12439.0,,,268228.0,,brianorakpo,6056.0,9277.0,,37fd76c4-41d0-4997-a94c-d135bd9dc582,,35.0,,Brian Orakpo,LB,,nfl,5215.0,,,Lamar (TX),,['LB'],[],,orakpo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10943,,700.0,,1736528444247.0,,Missouri,,,1171835.0,,2.0,True,,57.0,McGuire,Isaiah,2001-07-27,,268,isaiah,Active,76,#isaiahmcguire-NFL-CLE-57,,CLE,2FA88B2E523B,,1.0,isaiahmcguire,17116.0,,,977590e8-97a0-4b2e-9f6c-c8d047d12f19,,24.0,,Isaiah McGuire,DL,,nfl,,,LDE,Union (OK),,['DL'],[],,mcguire,1113708840827777025,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12532,,543.0,,1756332923351.0,,Louisville,,,,,0.0,True,,16.0,Brooks,Ja'Corey,2001-10-31,,195,jacorey,Active,75,#jacoreybrooks-NFL-WAS-16,,WAS,121F1076790F50FE,,,jacoreybrooks,18561.0,,,0ed739f0-29de-11f0-9cc3-6301091945e0,,23.0,,Ja'Corey Brooks,WR,,nfl,,,,IMG Academy (FL),,['WR'],[],,brooks,1225188136359833600,2025,,,d48f0e00-c116-4c7d-875b-7c355383830d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10944,,696.0,,1737683713327.0,,Ole Miss,,,1229070.0,,2.0,True,,95.0,Robinson,Tavius,1999-01-03,,262,tavius,Active,78,#taviusrobinson-NFL-BAL-95,,BAL,B7696463877F,,2.0,taviusrobinson,17119.0,,,2d4593e4-b908-4b29-a88a-835d2566781f,,26.0,,Tavius Robinson,DE,,nfl,,,LOLB,Guelph Collegiate Vocational Institute (CAN),,['DL'],[],,robinson,1113708866761158656,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202,,9999999.0,,1544148015550.0,,Louisiana-Monroe,,,,16574.0,8.0,False,00-0030805,41.0,Hamm,Je'Ron,1992-06-15,,236,jeron,Inactive,75,#jeronhamm-NFL-FA-41,17165.0,,,544242.0,,jeronhamm,9901.0,27926.0,,caca998b-2475-4ec4-85fa-42ff312c9c5e,,29.0,,Je'Ron Hamm,TE,,nfl,,,,,,['TE'],[],,hamm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12262,,9999999.0,,,,Wisconsin,,,,,1.0,True,,,Furtney,Michael,,,316,michael,Active,77,#michaelfurtney-NFL-FA,,,,,,michaelfurtney,,,,ee9a3950-0bdc-11ef-b041-df0f31f8507b,,,,Michael Furtney,OL,,nfl,,,,Milan (MI),,['OL'],[],,furtney,1113708760083230721,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11008,,537.0,,1750359040353.0,,Auburn,,,1060852.0,,2.0,True,,18.0,Carlson,Anders,1998-06-16,,220,anders,Active,77,#anderscarlson-NFL-FA-18,,,50C7C8C1119B,,,anderscarlson,17165.0,,,5a6ae290-675d-401a-aaee-140a272cf061,,27.0,,Anders Carlson,K,,nfl,,,,The Classical Academy (CO),,['K'],[],,carlson,1113708798570164225,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3278,,9999999.0,,1718085626166.0,,South Carolina,,,744595.0,18039.0,7.0,True,00-0033111,0.0,Cooper,Pharoh,1995-03-07,,207,pharoh,Active,71,#pharohcooper-NFL-FA-0,3048897.0,,,744595.0,,pharohcooper,10823.0,29351.0,,4f724338-aa8c-436d-90b2-45299572c53e,,28.0,,Pharoh Cooper,WR,,nfl,11281.0,,,Havelock (NC),,['WR'],[],,cooper,1116852843869896704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5165,,9999999.0,,1567900805991.0,,South Florida,,,,20113.0,4.0,False,00-0034531,36.0,Flowers,Quinton,1994-12-02,,210,quinton,Inactive,70,#quintonflowers-NFL-FA-36,3139591.0,,,840742.0,,quintonflowers,12652.0,31560.0,,4c54672f-f0f5-47ff-9d98-33137e3c0773,,27.0,,Quinton Flowers,QB,,nfl,,,,Miami Jackson,,['QB'],[],,flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11683,,9999999.0,,1756064448758.0,,Oregon,,,1286190.0,,1.0,True,,58.0,Powers-Johnson,Jackson,2003-01-23,,325,jackson,Active,75,#jacksonpowersjohnson-NFL-LV-58,,LV,17C295DEE8E4,,,jacksonpowersjohnson,17746.0,,,756376bf-35dd-41b8-8be4-ab7f1a6681a8,,22.0,,Jackson Powers-Johnson,OL,,nfl,,,OL,Corner Canyon (UT),,['OL'],[],,powersjohnson,1113708770300555264,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12703,,9999999.0,,1745705730597.0,,Pittsburgh,,,,,0.0,True,,71.0,Taylor,Branson,2002-02-13,,330,branson,Active,78,#bransontaylor-NFL-LAC-71,,LAC,AA2A7EA5AFC4AEE6,,,bransontaylor,18788.0,,,b901f0a9-51f6-48ac-b4fa-4417e12212dd,,23.0,,Branson Taylor,OL,,nfl,,,,Elyria (OH),,['OL'],[],,taylor,1221987069694324736,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
